name;supplier;category;subcategory;reference;oem_reference;part_brand;price;quantity;delivery_time;vehicle_make;vehicle_model;year_start;year_end;engine;engine_number;viscosity;engine_type;volume_liters;specification;interval_km;description;synonyms;image_url;active
Main Bearing Set (STD) Hyundai/Kia 21020-03020;Via Peças;part;Mechanical;21020-03020;;;28900.0;1;Today;Hyundai/Kia;i10/Picanto;2012;2019.0;1.0/1.2;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
Main Bearing Set (STD) Hyundai 21020-03911;Via Peças;part;Mechanical;21020-03911;;;27800.0;1;Today;Hyundai;i10;2008;2013.0;1.1;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
Main Bearing Set (STD) Hyundai/Kia 21020-2B000;Via Peças;part;Mechanical;21020-2B000;;;28000.0;1;Today;Hyundai/Kia;Accent/Rio;2006;2018.0;1.4/1.6 Gamma;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
Main Bearing Set (STD) Hyundai/Kia 21020-2E000;Via Peças;part;Mechanical;21020-2E000;;;28900.0;1;Today;Hyundai/Kia;Elantra/Tucson;2011;2020.0;1.8/2.0 Nu;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
Main Bearing Set (STD) Hyundai/Kia 21020-2G000;Via Peças;part;Mechanical;21020-2G000;;;35200.0;1;Today;Hyundai/Kia;Sonata/Santa Fe;2006;2015.0;2.0/2.4 Theta;;;;;;;Standard;capas de apoio (std), main bearing set;;yes
Oil Pump Hyundai 21310-02550;Via Peças;lubricant;Engine Oil;21310-02550;;;37800.0;1;Today;Hyundai;Atos/i10;1998;2013.0;1.0/1.1;;15W40;Universal;1.0;;;G4HC/G4HG Engine;bomba de óleo, oil pump;;yes
Oil Pump Hyundai/Kia 21310-03900;Via Peças;lubricant;Engine Oil;21310-03900;;;40200.0;1;Today;Hyundai/Kia;i10/Picanto;2011;2017.0;1.0/1.2;;15W40;Universal;1.0;;;Kappa Engine;bomba de óleo, oil pump;;yes
Oil Pump Hyundai/Kia 21310-2G011;Via Peças;lubricant;Engine Oil;21310-2G011;;;98800.0;1;Today;Hyundai/Kia;Sonata/Optima;2009;2015.0;2.0/2.4;;15W40;Universal;1.0;;;Theta Engine;bomba de óleo, oil pump;;yes
Gasket Pump Oil Hyundai/Kia 21352-3C700;Via Peças;lubricant;Engine Oil;21352-3C700;;;14500.0;1;Today;Hyundai/Kia;V6 3.3/3.8;;;;;15W40;Universal;1.0;;;Seal/Gasket;junta bomba óleo, oil pump gasket;;yes
Seal Crankshaft Front Hyundai/Kia 21421-25002;Via Peças;part;Mechanical;21421-25002;;;14500.0;1;Today;Hyundai/Kia;Sonata/Santa Fe;2006;2015.0;2.0/2.4;;;;;;;Theta Engine;retentor cambota diant, front oil seal;;yes
Seal Crankshaft Front Hyundai/Kia 21421-2B020;Via Peças;part;Mechanical;21421-2B020;;;15200.0;1;Today;Hyundai/Kia;Accent/Rio;2011;2017.0;1.4/1.6;;;;;;;Gamma Engine;retentor cambota diant, front oil seal;;yes
Seal Crankshaft Rear Hyundai/Kia 21443-2E110;Via Peças;part;Mechanical;21443-2E110;;;17800.0;1;Today;Hyundai/Kia;Tucson/Elantra;2011;2020.0;1.8/2.0;;;;;;;Nu Engine;retentor cambota tras, rear oil seal;;yes
Valve of Intake Hyundai/Kia 22211-2B400;Via Peças;part;Mechanical;22211-2B400;;;25800.0;1;Today;Hyundai/Kia;Accent/Rio;2011;2017.0;1.4/1.6;;;;;;;Gamma Engine;válvula de admissão, intake valve;;yes
Valve of Intake Hyundai/Kia 22211-2G000;Via Peças;part;Mechanical;22211-2G000;;;35800.0;1;Today;Hyundai/Kia;Sonata/Santa Fe;2006;2015.0;2.0/2.4;;;;;;;Theta Engine;válvula de admissão, intake valve;;yes
Oil Filter Hyundai/Kia 26300-2Y500;Via Peças;lubricant;Filtration;26300-2Y500;;;3800.0;1;Today;Hyundai/Kia;Various;;;;;15W40;Universal;1.0;;;Armored;filtro de óleo, oil filter;;yes
Oil Filter Hyundai/Kia 26300-35503;Via Peças;lubricant;Filtration;26300-35503;;;3800.0;1;Today;Hyundai/Kia;i10/i20/i30/Tucson;2000;2023.0;Various;;15W40;Universal;1.0;;;Armored (Standard);filtro de óleo, oil filter;;yes
Oil Filter Hyundai 26300-42040;Via Peças;lubricant;Filtration;26300-42040;;;6500.0;1;Today;Hyundai;H100/H1;Various;;2.5 D;;15W40;Universal;1.0;;;Diesel;filtro de óleo, oil filter;;yes
Oil Filter (Element) Hyundai/Kia 26320-2F000;Via Peças;lubricant;Filtration;26320-2F000;;;5500.0;1;Today;Hyundai/Kia;ix35/Sportage;2010;2020.0;2.0 Diesel;;15W40;Universal;1.0;;;R Engine;filtro de óleo (elemento), oil filter element;;yes
Oil Filter (Element) Hyundai/Kia 26320-3A000;Via Peças;lubricant;Filtration;26320-3A000;;;6000.0;1;Today;Hyundai/Kia;Veracruz/Mohave;2007;2015.0;3.0 V6 Diesel;;15W40;Universal;1.0;;;S Engine;filtro de óleo (elemento), oil filter element;;yes
Oil Filter (Element) Hyundai/Kia 26320-3C100;Via Peças;lubricant;Filtration;26320-3C100;;;5500.0;1;Today;Hyundai/Kia;Azera/Sorento;2006;2012.0;3.3/3.8 V6;;15W40;Universal;1.0;;;Lambda Engine;filtro de óleo (elemento), oil filter element;;yes
Oil Filter (Element) Hyundai/Kia 26320-3C250;Via Peças;lubricant;Filtration;26320-3C250;;;6500.0;1;Today;Hyundai/Kia;Santa Fe/Sorento;2013;2018.0;3.3 V6;;15W40;Universal;1.0;;;Lambda Engine;filtro de óleo (elemento), oil filter element;;yes
Oil Filter (Element) Hyundai/Kia 26320-3CAA0;Via Peças;lubricant;Filtration;26320-3CAA0;;;6500.0;1;Today;Hyundai/Kia;Genesis/Cadenza;2012;2020.0;3.3/3.8;;15W40;Universal;1.0;;;GDI;filtro de óleo (elemento), oil filter element;;yes
Oil Filter (Element) Hyundai/Kia 26350-2J000;Via Peças;lubricant;Filtration;26350-2J000;;;8000.0;1;Today;Hyundai/Kia;Various;2018;2023.0;1.6 Diesel;;15W40;Universal;1.0;;;Smartstream Engine;filtro de óleo (elemento), oil filter element;;yes
Oil Filter (Element) Hyundai/Kia 26350-2S000;Via Peças;lubricant;Filtration;26350-2S000;;;8000.0;1;Today;Hyundai/Kia;Tucson/Sportage;2020;2024.0;2.0/2.5;;15W40;Universal;1.0;;;Smartstream Engine;filtro de óleo (elemento), oil filter element;;yes
Ignition Coil Hyundai/Kia 27300-3F100;Via Peças;part;Mechanical;27300-3F100;;;25500.0;1;Today;Hyundai/Kia;Genesis/Mohave;2009;2012.0;3.8/4.6;;;;;;;Electric;bobine de ignição, ignition coil;;yes
Ignition Coil Hyundai/Kia 27301-2B010;Via Peças;part;Mechanical;27301-2B010;;;25000.0;1;Today;Hyundai/Kia;Accent/Rio/i30;2011;2017.0;1.4/1.6;;;;;;;Gamma Engine;bobine de ignição, ignition coil;;yes
Ignition Coil Hyundai/Kia 27301-3C000;Via Peças;part;Mechanical;27301-3C000;;;25800.0;1;Today;Hyundai/Kia;Azera/Santa Fe/Sorento;2006;2012.0;3.3/3.8 V6;;;;;;;Lambda Engine;bobine de ignição, ignition coil;;yes
Fuel Filter Hyundai/Kia 31910-2H000;Via Peças;part;Filtration;31910-2H000;;;13500.0;1;Today;Hyundai/Kia;i30/Elantra/Ceed;2007;2012.0;Various;;;;;;;Inside the Tank;filtro de combustível, fuel filter;;yes
Filter Fuel Kia 31911-4D500;Via Peças;part;Filtration;31911-4D500;;;14500.0;1;Today;Kia;Sedona/Carnival;2006;2010.0;2.9 CRDi;;;;;;;Inside the Tank;filtro combustível, fuel filter;;yes
Filter Fuel Hyundai 31920-66200;Via Peças;part;Filtration;31920-66200;;;29800.0;1;Today;Hyundai;H100/H1;1997;2004.0;2.5 D;;;;;;;Diesel (Armored);filtro combustível, fuel filter;;yes
Filter Fuel Hyundai/Kia 31922-4H000;Via Peças;part;Filtration;31922-4H000;;;10500.0;1;Today;Hyundai/Kia;H1/Santa Fe/Sorento;2008;2020.0;2.5/2.2 CRDi;;;;;;;Diesel (Element);filtro combustível, fuel filter;;yes
Head Filter Hyundai 31954-45000;Via Peças;part;Filtration;31954-45000;;;9800.0;1;Today;Hyundai;H100/County;;;Various;;;;;;;Bracket w/ Pump;cabeçote filtro, fuel filter head;;yes
Sensor Temperatura Hyundai/Kia 39220-38030;Via Peças;part;Mechanical;39220-38030;;;28800.0;1;Today;Hyundai/Kia;Accent/Santa Fe/Rio;2001;2015.0;Various;;;;;;;Arrefecimento;sensor temperatura, coolant temp sensor;;yes
Wheel Hub Rear Toyota 42450-60010;Via Peças;part;Mechanical;42450-60010;;;98800.0;1;Today;Toyota;Land Cruiser/Prado;1996;2002.0;Various;;;;;;;Series 90/95;cubo de roda tras, rear wheel hub;;yes
Wheel Hub Rear Toyota 42450-60070;Via Peças;part;Mechanical;42450-60070;;;39800.0;1;Today;Toyota;Land Cruiser/Prado;2002;2010.0;Various;;;;;;;Series 120;cubo de roda tras, rear wheel hub;;yes
Wheel Hub Front Toyota 42460-60030;Via Peças;part;Mechanical;42460-60030;;;25500.0;1;Today;Toyota;Land Cruiser/Prado;2002;2020.0;Various;;;;;;;Series 120/150;cubo de roda diant, front wheel hub;;yes
Air Filter Renault 8200431051;Via Peças;part;Filtration;8200431051;;;7800.0;1;Today;Renault;Clio/Megane/Duster;2000;2015.0;1.6/2.0 16V;;;;;;;Original;filtro de ar, air filter;;yes
Tip Renault 82011-08350;Via Peças;part;Mechanical;82011-08350;;;19800.0;1;Today;Renault;Various;;;;;;;;;;Handbrake;ponteira, brake cable;;yes
Air Filter Renault 8201153808;Via Peças;part;Filtration;8201153808;;;7500.0;1;Today;Renault;Master III;2010;2022.0;2.3 dCi;;;;;;;Intake;filtro de ar, air filter;;yes
Spark Plug NGK 8312;Via Peças;part;Engine;8312;;;3800.0;1;Today;NGK;Various;;;;;;;;;;Ref: BKR5E;vela de ignição, spark plug;;yes
Spark Plug NGK 8316;Via Peças;part;Engine;8316;;;3800.0;1;Today;NGK;Various;;;;;;;;;;Ref: BKR6E;vela de ignição, spark plug;;yes
Spark Plug NGK 8319;Via Peças;part;Engine;8319;;;3800.0;1;Today;NGK;Various;;;;;;;;;;Ref: BKR7E;vela de ignição, spark plug;;yes
Sensor Level Fuel. Hyundai 94460-2S000;Via Peças;part;Mechanical;94460-2S000;;;23500.0;1;Today;Hyundai;ix35;2010;2015.0;Various;;;;;;;Fuel Level Sender;sensor nível comb., fuel level sensor;;yes
Cabin Filter Suzuki 95860-63J10;Via Peças;part;Filtration;95860-63J10;;;7000.0;1;Today;Suzuki;Swift/Vitara;2005;2017.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Suzuki 95860-81A00;Via Peças;part;Filtration;95860-81A00;;;6500.0;1;Today;Suzuki;Jimny;1998;2018.0;1.3;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Kia 97133-07010;Via Peças;part;Filtration;97133-07010;;;4500.0;1;Today;Kia;Picanto;2004;2011.0;1.0/1.1;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai 97133-1J000;Via Peças;part;Filtration;97133-1J000;;;6700.0;1;Today;Hyundai;i20;2008;2014.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai 97133-2B005;Via Peças;part;Filtration;97133-2B005;;;7500.0;1;Today;Hyundai;Santa Fe;2006;2012.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai/Kia 97133-2E200;Via Peças;part;Filtration;97133-2E200;;;4500.0;1;Today;Hyundai/Kia;Tucson/Sportage;2004;2010.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Kia 97133-2F000;Via Peças;part;Filtration;97133-2F000;;;6800.0;1;Today;Kia;Cerato/Spectra;2004;2009.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai/Kia 97133-2H000;Via Peças;part;Filtration;97133-2H000;;;7500.0;1;Today;Hyundai/Kia;Elantra/Ceed;2006;2012.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai 97133-3J000;Via Peças;part;Filtration;97133-3J000;;;7500.0;1;Today;Hyundai;Veracruz;2007;2012.0;3.8;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai 97133-3K000;Via Peças;part;Filtration;97133-3K000;;;7000.0;1;Today;Hyundai;Sonata (NF);2005;2010.0;2.0/2.4;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai 97133-3M000;Via Peças;part;Filtration;97133-3M000;;;8500.0;1;Today;Hyundai;Genesis;2009;2014.0;3.8/4.6;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
Cabin Filter Hyundai/Kia 97133-3SAA0;Via Peças;part;Filtration;97133-3SAA0;;;4500.0;1;Today;Hyundai/Kia;Sonata/Optima;2011;2015.0;Various;;;;;;;Air Conditioning;filtro habitáculo, cabin air filter;;yes
